<<<<<<< HEAD
3,Ujang
1,Aditya
0,Umar
0,Umar
0,Anonymous
0,Anonymous
0,Anonymous
=======
23,Anonymous
15,Hamud
11,Varian
10,Varian
9,Hamud
8,Hamud
7,Hamud
6,Giat
6,Anonymous
3,Anonymous
3,adit
2,Anonymous
1,hamud 
1,Anonymous
1,aditya
1,Anonymous
0,hamud
>>>>>>> 7f654e37e9d1bd8cbf8a704a5a93ae8983121490
